ISBN,comment,uid,username
 9787546815893,尾鱼大大挖坑填坑稳得一批。“我知道你觉得这结果不完美，但世上事，本来也没有太完美的。高深得靠皮影人活着，我只能用代舌说话，你失去了一只手，东哥三年一续命，人人都说鳌叔运气好，靠上了西主这棵大树，但你想想看，他都多大年纪了？但凡经历过事的人，谁能没个一星半点的遗憾，谁不抱憾而活啊。”,-1,伞懒獭赖赖
 9789868959484,能看完是全依赖我强迫症的癖好，作者故事讲的一般，江湖戏也不咋样。1vs1是我萌点，缺点是梗都不够吸引人，前面呼啦啦铺垫一堆，到掀牌的时候就剩一个字，哦。这篇我是看完了才知道这么多人捧的辣么高，有点名不符实。,-1,聪明可爱小旺财
 9789868959484,你身上有光， 我抓来看看,-1,帐外听笙
 9789868959484,"赶在岭大结局之前看完了原著。书是骨，定调；剧是肉，显形。传播媒介不同，呈现方式和风格也定会有差，人设和结构也得相应调整，书剧分离，求同存异，反而更能看清各自的好与不足，拉踩大可不必。

近日内讧多缘于人设变化，原著里强强相遇，潇洒肆意，鲜少自我怀疑和动摇，符合大多心智成熟的高位之人。剧版为了人物弧光和双向救赎，强化了心结，却因技法不到位，使得那复仇的蒙昧降智，那裸辞的悔恨自否，令很多慕强书粉怒骂人...",-1,喻鸣
 9789868959484,乏善可陈，盛名难副,-1,山人阿苍苍
 9789868959484,行文风格和情节设置都非常古龙。鬼谷简直像绝代双骄里的恶人谷。不过人物设置上，顾湘的设定实在是太像阿紫了……也是一身紫衫，阿紫在星宿海长大，顾湘在鬼谷长大，但顾湘更良善一点。不过虽然像古龙却更缜密，虽然也有点儿虎头蛇尾，但是整体还是个说圆的故事，里面能看到一些《有匪》的雏形。发现皮大很喜欢写“山河万里、故人无踪”的故事，天涯客也是追寻前人的踪迹，这点在《有匪》里也被发扬光大。不过这里的两个主角，周子...,-1,曼仔
 9789868959477,说起来，周子舒和温客行都应该算有魅力的人。但是感情线完成得很一般。我倒是很为周子舒和张成岭之间的……父子情……感动。,-1,周沐君
 9789868959477,更喜欢前传《七爷》,-1,☁️🌨️
 9789868959477,2.5；再次感叹剧本改编得着实相当出色，原本各方面看着都比较单薄的文本被改写得不仅武侠风满溢，群像丰满度感人，更不必说两位主演的神选角和倾力演绎，真的完美呈现了感情的酝酿和发展（反正读时完全代入他俩的脸……）。原著的骨架尚可，但因涉及众多线索和人物，这种体量很难包容进去，遑论情感表达达至完整到位（掰弯比较生硬，相互救赎奔赴温暖人间的心理转折未充分展现）；倒是顾湘曹蔚宁、叶白衣的番外挺感人，有些人有...,-1,欢乐分裂
 9789868959477,看了原著 我觉得《山河令》编剧太厉害了,-1,蘑菇妍~
 9789868959477,"看了剧来看的，发现改编的真的挺好的，尤其是蝎王和义父，这对简直了，还有阿湘和曹蔚宁大婚，唯一不太喜欢的就是温客行瞒着周子舒假死，可能是为了戏剧效果吧，没有这段也没有后来的结局，可我还是喜欢原著的结局。
他们两个是互相救赎，但我觉得更多的是周子舒对于温客行的救赎，他不仅救了他的命，带他找到了通往人间的路，更让他变成了一个活生生的人，最后成功复仇还抱得美人归，简直人生赢家啊。。",-1,是°你de大胯
 9787108006721,"阿朱什么都为萧峰想到了.让他照顾阿紫,也是为他考虑吧,知道他重情重义,便留给他这样一个""任务"" ,以支撑他走过没有她陪伴的日子.
阿紫虽不讨喜,可她却是联系萧峰和阿朱不可或缺的纽带.",-1,柳无码
 9787108006721,慕容复是没落皇族子孙，毕生追求皇位，对王语嫣视如草介，段誉是正牌皇帝继承人，却爱美人宁弃江山。你所追的，正是我所弃的，尽道人生的可笑荒谬。,-1,豪气土财主
 9787108006721,段誉大约是金庸笔下第一让人鄙视之正派情种；王语嫣则堪称女子中的对应。两人凑成一对也算解气。,-1,之如
 9787108006721,经典武学起于春秋，到北宋达到极盛，南宋有所衰落，元末因明教兴盛中兴。明代更有了东方不败等大师。但期间伽利略的出现已预示其衰落。康熙年间出现牛顿，梯云纵灭绝。道光年间出现卡诺，玄冰掌灭绝。尤其是力学定理建立后，内力和轻功全部消失，梯云纵这种只需吐纳练便可自带反重力系统的轻功彻底消失,-1,恶魔奶爸Sam
 9787108006721,南慕容，北喬峰，都被爹給坑。,-1,十個雪碧
 9787540483012,一部值得在豆瓣上标记的网络小说。女侠成长史，有情爱、家国、天下，有曲折离奇的情节，有一整个江湖和复杂的人性，有主人公的自省和成长，非常赞了，依稀觉得武侠后继有人。,-1,pepper
 9787540483012,克制感有了，些微格局和气候立起来了，但差了更加汹涌澎湃的大气，也差了更加高级的立意，文字运用可以更优秀一些，怎么说，质量有余而亮度不足，就像人一样，高不成低不就，掐着一口气，倒是难受了。,-1,烟老和梦
 9787540483012,荡气回肠,-1,李哩哩
 9787540483012,难得网文里能看到文字和格局都这么大气的传统武侠小说，情节流畅，人物塑造出彩；结尾略仓促，木小乔、沈天枢以及大当家和甘棠先生的故事如果能再多展开一些，更好,-1,eileen
 9787540483012,在文字中看到了阿翡，李晟，李妍和楚楚的成长。也感受到了谢三的隐忍苍凉。随着海天一色秘密慢慢的揭露，伴随着上一代人不同性格也愈加丰满。文本身的构架情节都很喜欢。就是因为故事忒长了，原本丝丝相扣的环节未免略显拖拉反倒影响了情节的紧凑感。感觉大致了解了故事骨架之后刷二遍才能把人物关系和所有伏笔都记全乎。。已经是很难得的好文了。最关键就是：这故事不矫情不腻歪不肉麻，也没烂尾。 ,-1,豆豆龙
 9787108006660,如果要开一个“我最不喜欢的金庸女主角”的名单，小龙女绝对首当其冲。/最感慨的莫过于欧阳锋和洪七公双双葬身于华山峰顶。凡尘俗事抛诸脑后，只是一笑泯恩仇。绝了。,-1,声音声音
 9787108006660,射雕三部曲中最爱的一部，情大于武。,-1,诸葛若见
 9787108006660,如今回头看，只觉一见杨过误终身好没道理。程英妥帖，无双机敏，绿萼善良，又不是草包花痴，何来一个个钟情杨过，这种开挂的模式终究不喜。还有变成鱼眼珠子的蓉儿，不再是射雕里的娇俏女儿，这种改变是可怕的，这种设定是直男癌的。,-1,瓶子不能倒
 9787108006660,要不是所有人都反对，以杨过贪玩搞怪的性格，未必就耐得住跟小龙女清心寡欲的过一辈子。,-1,沉默的玩
 9787108006660,最近重看神雕，第一回中就有这样的文字:  “唉，那女魔头凶恶得很，我打不过。不过朋友有难，可不能不去。”说着拄起铁拐，一跷一拐地疾行而去。 明知打不过，朋友有难，不能不去！武功虽不高，却侠气凛然。重承诺，为朋友两肋插刀，自己的性命不重要，这，才是真正的武侠精神啊！柯镇恶就是“平凡的人给我最多感动”的武侠版诠释。,-1,[已注销]
 9787108006639,嫁个姓“风”的，取名清扬，perfect；读了小说才知道令狐冲又多心心念念小师妹，也只有任盈盈这种过硬背景+天仙美貌+无私奉献的白富美才能在令狐冲心里占据剩余的一点点空间。,-1,Mallow|淡水水
 9787108006639,令狐冲手中拿着一只死蛙，连连摇晃，说道：“大侠二字，万万不敢当。天下哪有杀青蛙的大侠？”那姑娘笑道：“古时有屠狗英雄，今日岂可无杀蛙大侠？”——过于暴力,-1,·
 9787108006639,觉得那些不看金庸小说的人犯什么错误都能原谅他们，毕竟已经这么不幸福了。,-1,陳長安
 9787108006639,从前武侠读得太少，此次算是补课，断续看完，殊觉荡气回肠，爱不释手。书中的令狐冲不知是否金庸最喜欢的角色，在我看来，确是光明磊落，侠骨柔情，令人钦佩。此外女子如盈盈、仪琳、岳灵姗，男子如风清扬、方证大师、桃谷六仙等，都给人留下深刻的印象。东方不败、岳不群、任我行三人，都算得是一代枭雄，可惜收场有些草草。原是正邪势不两立的世界，到后来几乎掉了个头，可知善善恶恶并非那么简单。值得注意的是，这本小说还有寓...,-1,筱堂
 9787108006639,有我最爱的金庸笔下男女主角，还有心中金庸笔下最理想的恋爱,-1,ふふちゃん
 9787108012586,实在是对郭靖黄蓉爱不起来。东邪西毒南帝北丐，当然还是老叫化和老顽童比较招人喜爱。杨康是里面的最杯具，一辈子的身份认同障碍。我忽而想起来很小时候看过黄日华版的射雕，剧情都不记得了，依稀是为杨康的死桑心过，小时候经常会同情和认同电视剧里的坏蛋，是因为他们大抵更符合真实的人性么？,-1,会打字的跳舞机
 9787108012586,黄老邪真是个傲娇的爹啊,-1,pan pan
 9787108012586,無論是年少，還是現在，每一次，腦海里記得的只有兩個人：一個是吹著碧海潮聲曲的黃藥師，另一個是雙手互搏自己同自己玩的周伯通。都是寂寞的人。,-1,余執
 9787108012586,一个智商低一个情商低。。这俩兄弟真绝了。。,-1,slingXXXblade
 9787108012586,这本书应该叫《不解释和讲不听》,-1,顾虑
 9787535450647,我跟你说沈峤这样的人设真真的耽美届top了,-1,跟Kimi回家的橘
 9787535450647,沈道长怎么能这么可爱！太有爱了！,-1,苏白
 9787535450647,成化十四年勉强可跻身上品，步天纲有点尬，这部千秋则是近圆满之作，虽然还是毛病多多，但笔力和架构比较圆融，比起其他强行bl的文感情线已经算是自然,-1,[已注销]
 9787535450647,想替沈峤暴打五旬老汉+10086,-1,爆米花教主
 9787535450647,沈峤真的很特别，那么温柔那么坚韧那么真诚。冲这个人都要打四星，至于那个神经病攻，最开始真喜欢不起来，后来也发现有可爱之处，而且他后来对沈峤用情至深让人动容，其实他很早就对沈峤有感觉了，只是发现的晚，沈峤也是不知不觉中对晏无师有了感情。整篇文章剧情也不错，作者文笔不错。啊！沈峤！身边哪有这样的人？,-1,寶寶的宝宝
 9787108012692,金庸笔下最有魅力的女主角还属赵敏。,-1,Henrietta
 9787108012692,心意反复不定的人怎么是绝世高手呢？不能令人信服。,-1,管理猴多钱
 9787108012692,射雕三部曲中最为喜欢的一部！张无忌也是金庸笔下最喜欢的一位！真正的佛系男子，优柔寡断恰是温柔慈悲。许多人最喜欢令狐冲的潇洒不羁，其实未必有张无忌放得下。屠龙宝刀，武林至尊。号令天下，莫敢不从。倚天不出，谁与争锋？他强由他强，清风拂山冈；他横任他横，明月照大江。从医而武、明教、乾坤大挪移、光明左使。,-1,水仙操
 9787108012692,可爱俏皮的赵敏真是便宜了张无忌。整篇小说属张三丰最潇洒，赵敏次之(后期崩坏全赖乌鸡︶^︶) 。,-1,陈塘关李哪吃🔨
 9787108012692,在金庸系列里，算是技术上比较上层的作品了，不过写女人真是不尊重的很。,-1,李轻侯
 9787559612977,国漫里都是汉人狡诈多计，蒙回突契真性情，改不了了。,-1,[已注销]
 9787559612977,如果不是漫画，故事是得不到这么多好评的,-1,杨衿
 9787559612977,作为国漫来说很棒了！就是不知道后面会如何,-1,刘教练
 9787559612977,画风硬朗，国漫骄傲啊！,-1,福柯来福
 9787559612977,追连载时，能看出来有些地方有明显的赶稿痕迹。不知道出单行本会不会修正，能修，大有可为，不修，迟早泯然众人。,-1,白衣卿相
 9787806553404,披着武侠外衣的历史小说，大清象征港英政府，满嘴寿与天齐，任用小将弃用老臣，夫人当政的神龙教，结合写作时间（69-72）象征着谁你懂的。封笔之作，金庸也在探索着小说的社会学心理学的意义，主人公不会武功仗着宝刀宝衣横行天下，陈近南盛名之下，但是没怎么出手，而且颇有几分愚忠；清朝鞑子未必坏，康熙便是全书第一等一的人才；抗清义士未必好，天地会沐王府的唐桂之争内斗得不亦乐乎，打着民族大义的旗号争权夺利中饱私...,-1,苏麼滴
 9787806553404,每多看一遍就对韦小宝多佩服一分,-1,边城不浪
 9787806553404,荒诞江湖，开挂人生。,-1,旧客
 9787806553404,我的双儿~~~~~小宝我会好好向你学习怎么在职场上混迹。,-1,游牧人·芳汀
 9787806553404,少男都有喜欢熟女的情节。,-1,1968小金
 9787539044545,「直道相思了无益，未妨惆怅是清狂。」,-1,🐱
 9787539044545,第一次看到修仙文也不烂俗的，日常表白皮皮,-1,小铁在1999
 9787539044545,"网文上乘之作，某些设定和 有匪 相似。读的时候时不时感叹写的真好，然而唯独看到最后一篇番外快结束时的短短几百字，才真的感觉彻底被打动，完全忍不住眼泪。

仿佛甜只有一瞬，苦却苦了很多年。",-1,WithTheVoid.
 9787539044545,严娘娘人设好喜欢，领悟力高但是能安心躺在“温柔乡”，出了变故又能忍辱负重担起掌门责任重振扶摇。从童如的情感上领悟到自己的感情那段好虐，“洪荒千年的寂寞只融化在一个人身上，相依为命久了，牵绊早已经深似北冥之海，只多看那人一眼，心里就是一片草木枯荣。”,-1,独舞oo
 9787539044545,严娘娘太可爱了！！！喜翻！！！！,-1,NARA-
 9787108006714,删掉蛤蛙大战真是因为怕被续吗？,-1,·
 9787108006714,多好的蓉儿，等到《神雕》里嫁了郭靖、生了女儿也变大妈了。,-1,[已注销]
 9787108006714,看到最后一页，成吉思汗被傻郭靖一句话逼死驾崩，不知道金庸老爷子写这个结局的时候，是怎样的心态。,-1,力总
 9787108006714,金庸小说的所有人物里面，我最喜欢的人就是黄老邪……,-1,polymercat
 9787108006714,"今日才知在这世上,欢喜快活原只一忽儿时光,愁苦烦恼才当真是一辈子的事。---黄蓉黄老师",-1,折腾
 9787806152614,起承转合仅有一“转”，所以从宏观框架上看，故事过于单薄，从细节上看，又过于啰嗦。所有的叙述和对话目的性都太强，如同机械。逻辑性亦不完满：那么多成名几十年的高手，都是等着在这个小故事里前仆后继的被秒杀。,-1,浴神
 9787806152614,世人大多烦恼，岂非就因为笑得太少？ 笑，就像是香水，不但能令自己芬芳，也能令别人快乐。 你若能令别人笑一笑，纵然做做愚蠢的事又何妨？,-1,小岩井
 9787806152614,到了这个岁数读古龙，和年少时的感觉不同了。这本算是古龙小说里很具影响力又很有他行文特色的一本。古龙毫不掩饰的用文字在“苏”李寻欢，其实这种写法并不讨巧。然而我还是苏了…情节文笔虽然都有值得雕琢的地方，但李寻欢这个人物确实独特。他病弱、落魄、逃避感情、常被误解、不合时宜。却又多情、温暖、宽和、善良，嘴边总挂着一抹微笑。这样一个复杂不讨好的人物形象能当主角，在如今这个万能男主的年代，真是见一个少一个。...,-1,费沁源
 9787806152614,电视果然没拍出味道来，不过古龙的作品也很难拍出他作品里的味道来。李寻欢充满了悲天悯人的佛性，阿飞有一种来自荒野的纯真，上官金虹带有一种令人敬畏的纯然之恶。最后就是孙小红太棒了！什么“赵敏”、“王语嫣”、“黄蓉”之类的加起来，不如一个孙小红。,-1,蝌蚪往人
 9787806152614,李寻欢和阿飞就算了，念在小时候多喜欢阿飞、多仰慕李寻欢的份上……但是荆无命和上官飞虹啊，惊世大发现……古大侠 你快承认你是腐男吧 =3=,-1,安锤
 9787108006691,小時是朋友，長大未必就是知己，更何況這朋友是君王，是權力在握之人。什麽初見，什麽悲畫扇的，不用說了吧？,-1,沉淪。與涅槃
 9787108006691,读完了，四个整日，废寝忘食除了每晚上吃一顿，基本上是足不出户。奇是奇，几个不满意的点：1，七个老婆明显使得对每个人的情感描写用力不足，像曾柔明显就透明了很多，又如教主夫人如何转了心都没交代好。2，故事以历史为线索，但为了小宝出现在各个现场也是费尽心思，读者的视角始终是小宝的第一视角，很多角色萍水相逢之后便没有了交代，如九难，何铁手，陈圆圆等，还有不少矛盾和事件因为小宝不在现场也都没有交代。3，大破...,-1,Stan 歪比巴卜
 9787108006691,57/100超级喜欢双儿 其实我蛮想做双儿那样的女孩子的 付出是一件开心的事情,-1,螃蟹蟹
 9787108006691,金庸小说至此刷完，想起了刷完《追忆似水年华》时的心情，终归是恍如隔世。后世史家记述康熙六次下江南，主旨在视察黄河河工。但为什么他以前从来不到江南，韦小宝一失踪，当你就下江南？巡视河工，何须直到杭州？何以每次均在扬州停留甚久？又何以每次均派大批御前侍卫前往扬州各处妓院、赌场、茶馆、酒店查问韦小宝其人？查问不得要领，何以闷闷不乐？后人考证，《红楼梦》作者曹雪芹之祖曹寅，原为御前侍卫，曾为韦小宝的部属，...,-1,陆钓雪等待瑶宝
 9787108006691,所以拼了半天的藏宝图也没什么用嘛。追阿珂那段简直是全书的败笔，无聊至极。,-1,秋熙
 9787546206134,盛名之下其实难副，读起来的感觉和侦探小说很相似，剧情都是那么的巧使得缺少了真实性，情节的开展有很明显的刻意设计的痕迹，当然武侠小说可能不着重逻辑性，但作品完全的天马行空脱离实际又能带来多少的启发？,-1,牧马人
 9787546206134,写尽人间求不得,-1,风七洛
 9787546206134,读到后来，越发觉得是在讲佛家七苦，生、老、病、死、怨憎会、爱别离、求不得。冤也好孽也好都太沉重太黑暗了，每个人都不知道自己将会度过怎样的一生。所以比起一生，更迷人的是片刻。,-1,Lemonade+盐
 9787546206134,读一部天龙，阅无数人间姿态。各人有各人的劫数，无一幸免。,-1,我爱喝牛奶
 9787546206134,"段誉呆愚，虚竹蠢笨，还是萧大王威风凛凛如天神下凡，深得我心，少林寺藏经阁内的对慕容博一番质问“你可曾见过边关之上、宋辽相互仇杀的惨状?可曾见过宋人辽人妻离子散、家破人亡的情景?宋辽之间好容易罢兵数十年，倘若刀兵再起，契丹铁骑侵入南朝，你可知将有多少宋人惨遭横死?多少辽人死于非命?”慷慨激昂，不愧大英雄、大豪杰之称。
ps:天龙新新版唯一喜欢的改动就是金庸结局把王语嫣这个凉薄之人调离了段誉身旁，更喜...",-1,lalala三只小猪
 9787540477950,"你要记得，你的命运悬在刀尖上，而刀尖须得永远向前。
愿你在冷铁卷刃前，得以窥见天光。",-1,转瞬苍颜白发
 9787540477950,看多了二溜子网文，猛地发现这篇简直了！作者格局大，想说的多，也惜墨，每个字都用到了刀刃上了。也喜欢主角的性格！！！完美,-1,黄沙漠笑植报物
 9787540477950,做人难得是自知，自知却又尽力而为。,-1,ʚ 小丸西🧸ྀིɞ
 9787540477950,结尾收的仓促了些，但还是要给五星，毕竟我上一次看的这么酣畅还是两年前看杯雪，杯雪之前……就是十年前初读金庸了。近几年武侠的惊喜之作！节奏感非常好，剧情也环环相扣，从江湖到朝堂，作者颇有大将风度，沉稳勾勒出“山河万里、故人无踪”的感觉。里面的群戏和配角也写的很用心，非常生动，每个人都不只是“人设”而是“人物”，的确是类型小说中的翘楚。,-1,曼仔
 9787540477950,这是武侠小说。买到本作者签名书，不过内容只有全文三分一多点，末尾未完待续……虽然晋江全，不过还是好蛋疼啊。本文可以结合作者的《六爻》一起看，来看全她心里的那个武侠世界。,-1,粒小喵
 9787108006684,中学阶段我看余华池莉的时候很是不屑周围看武侠玄幻言情小说的同学，觉得他们看得都是破烂垃圾。现在知道他们为什么那么入迷了。所以，只有去了解了你才有评价的资格，我为当时的偏见道歉。,-1,Heisenberg
 9787108006684,天涯思君不可忘。,-1,南笙
 9787108006684,多不喜欢张无忌。可偏偏世间男人，多是张无忌。,-1,声音声音
 9787108006684,金庸是写男女情事最矫情的男人之一,-1,[已注销]
 9787108006684,第三十章，张无忌刚亲完小昭就给殷离立了一块写了“爱妻殷离“的墓碑，接着与周芷若许下婚约，然而心中仍然思念着赵敏，情感转换之行云流水令人咋舌。细想，有贼心没贼胆的张无忌凭借着各种机缘巧合练就一身绝世武功，号令群雄，实在可以说成是一场屌丝逆袭的华丽意淫啊。,-1,饱肚师叔
 9787559649751,一本很轻巧的小说。语言轻，故事也轻。跟我的期望有点差别，作者说这本与他的《春山》（没看过）对比，是“武”，可看到后来，终究还是文人小说（非贬义，可能只是我武侠看太多了）。读得还是很畅快，语言有种绵劲儿，春风一样吹过去了，毫无阻滞。另外，八十年代老成都，市井人烟，写得好亲切。,-1,粟冰箱
 9787559649751,算是个中篇，有阿城写《棋王》的感觉，语言上又有点像汪曾祺。刚开头没觉得多好，过半之后变得精彩了起来，几场比试写的都很有意思。作者的语言节奏特别好，读起来异常轻快。很久没碰到这么轻盈的小说了。,-1,Stubborn
 9787559649751,很好看啊，有点像阿城和李劼人的综合体，看了后很想去成都长住了,-1,慕容素衣
 9787559649751,感觉读完不像小说，更像作者的大学年轻时光的回忆录，看了一下果然作者高材生，毕业于四川大学历史系，果然怎么感觉如此枯燥乏味的大学生活居然被写的如此文邹邹，果然80年代高材生！全文大概一部分是作者自己的回忆录吧，另一部分讲述了自己室友老王和人约架，被人暴揍一顿后，美国女朋友被拐跑的悲剧故事，😂果然我们不是很懂那个80年代大学生，他们的爱好除了吹🐂🍺就是找人约架，泡男女朋友，看电影少林寺。从文笔也能看出...,-1,Leonkenndy
 9787559649751,更像《神秘的大佛》和《少林寺》引发的青春同人文。它甚至没有1980年代常见的恋曲或者爱情，只是打拳争勇，愣是看出来个巴蜀徐皓峰的意思了（但没有女人引发的荷尔蒙又太不像了撒）。植入大慈寺、鹤鸣茶社之类的元素，就跟拿泉州南少林说事一样标签🏷,-1,木卫二
 9787806070697,古龙唯一比金庸好的点大概是人物思想的前卫和现代化，中二文风不提，人设和情节越写越崩。而且感觉上从对写作的态度来看古龙就没金庸严谨认真，七个故事一个比一个糊弄，后两个干脆找别人代笔，真是混一天酒钱算一天的水平。,-1,三鲜伊面
 9787806070697,三星半。四条眉毛可以有，两个酒窝不能有。PS：银钩赌坊一章严重拖累总评分。每个女人都不当影后会shi。,-1,陶者无缰
 9787806070697,三星半,-1,释凡
 9787806070697,峰回路转的思路很棒，可是古龙大爷写的实在是太绕了。。。,-1,于老板helio
 9787806070697,花了几天时间读完了，可是我还是对陆小凤和西门吹雪喜欢不起来。印象最深的是花满楼和他的名句：“你有没有听见过雪花飘落在屋顶上的声音？你能不能感觉到花蕾在春风里慢慢开放时那种美妙的生命力？你知不知道秋风中常常都带着种从远山上传过来的木叶清香？……” ,-1,小小
 9787121139512,生在这个时代最大的幸运就是可以看到商业和科学技术完美结合不断的改变这个世界的面貌，不断的改变我们的生活方式。   吴军博士不断的说能赶上科技发展的浪潮便不枉此生，每次读到这，心里都很不受用。,-1,[已注销]
 9787121139512,很棒的了解IT领域的入门读物，全面且逻辑清晰。以IT界的科技变革为基础，到产业组织以及与资本的博弈，深刻而全面。,-1,熊大茸
 9787121139512,厌恶华尔街，喜欢斯坦福,-1,风撼斜阳
 9787121139512,写得很差，完全不建议阅读。,-1,师北宸
 9787121139512,#恒阅# 这本书给人最大的启发就是：一个企业能不能活可能是靠自己，但是死不死真的是靠命啊……什么企业基因论，不就是宿命吗？另外，作为一本介绍行业历史的书，如果一定要总结出一些规律，就必须做更深入严谨的研究，否则就可能出现本书的问题：同样的逻辑用在不同的企业案例上会出现矛盾……,-1,一默
 9787121106101,我很讨厌充满比喻的各类入门书籍，好像科普必须借助于更低级的美学系统才能证明自身。所以这本书我很喜欢，作者对计算机原理偏执的爱，打通了后者通往文科生的道路。,-1,[已注销]
 9787121106101,图表质量令人发中指。,-1,大嘴巴灵机一动
 9787121106101,写给初中生的计算机科普书,-1,飞林沙
 9787121106101,如果搞IT的是一个单一种族的话，这个种族的小孩读的童话书就会是这个样子,-1,thrash & blues
 9787121106101,用 iCircuit 搭了加法器。,-1,陈朝
 9787115249494,8月份研究式阅读书本。Paul优美的语言，精密的逻辑，非常适合练脑和作为写作训练的学习对象。耗时2个月，终于读完了。还是很推荐。,-1,夏一慕
 9787115249494,我想我一定没办法和作者这样的人做朋友，隔着书我似乎都感受到对面一个自信心爆棚甚至自负的人在向我滔滔不绝地灌输他的价值观。书的前三分之一一直在以书呆子的优越感俯瞰终生，后三分之一则在以lisp语言使用者的身份俯瞰众生。中间三分之一关于设计的话题我倒是大部分认可的。书打着非程序员也能看的IT类书籍的旗号，却再一直试图鼓吹创业如何好，lisp如何好，怎么编写自己的编程语言，我承认作者是个成功者，但是仅仅...,-1,酸菜米线
 9787115249494,好几次我一拍大腿，妈的我也是这么想的啊！,-1,fox.psd.不明白
 9787115249494,70％的包装成真理的大言不惭的心灵鸡汤和胡扯＋30％的来自话语权内的有趣的东西。另外关于贝叶斯过滤应用于垃圾邮件的那篇，让人无比想反过滤击败他的过滤系统⋯⋯,-1,TM
 9787115249494,自由思考比畅所欲言更重要,-1,小愉深情款款地
 9787100013239,比较适合我国大二、大三学计算机又有点憧憬人工智能的学生们作课外拓展阅读。主体就三次大过渡：形式逻辑——哥德尔定理——人工智能。由于已经看了《哥德尔证明》和《人工智能哲学》两本，再看这本就觉得作者绕了好大的一圈，最后也没有太多建设性的想法。另外巴赫和埃舍尔虽然一直出场，却并没有达到期待中的深度，大多还是作为辅助解释。“自指”和“配位”是作者强调的两个核心思想。我想随着交叉学科人才的增多，以及AI领域...,-1,亲爱的猥琐猪
 9787100013239,Grand piece.,-1,Ent
 9787100013239,"非常有趣！虽然有一千多页，也不用费太大力气就能读完。比起同时在看的《历史研究》，真是天壤之别。
全书围绕哥德尔不完备定理展开，巧妙的找到了哥德尔、埃舍尔、巴赫三者的共同之处，同时又加入了物理、生物等领域的类比，最后探讨了人工智能。",-1,空气
 9787100013239,艰难看完五章之后决定打五星，然后不再往下看了，放在书架上供起来。,-1,魏知超
 9787100013239,拣自己能读懂的部分浏览了遍，虚荣地标上“已读”，但这些都不影响我真诚地觉得这是一本牛逼的书。是的我第一次用这个词形容一本书！,-1,蓬蓬
 9787115557179,那是一个理想主义大放光芒的时代，我只有羡慕和崇敬。,-1,Squirrel
 9787115557179,不只是历史，还有回忆，所以我拒绝了用《UNIX简史》这个中文书名。《UNIX传奇》这个书名更有温度、更有情感色彩……,-1,旸谷
 9787115557179,一堆大佬的传奇历史。贝尔实验室真的是太伟大了。。。,-1,maxy218
 9787115557179,Unix 操作系统从1969年贝尔实验室诞生以来，发展已经超出创造者的想象。Unix带动了软件的开发，影响了无数的程序员，改变了计算机的发展轨迹。今天整个计算机世界都有Unix和C语言的印记，拜读每个工作者鲜为人知的感人故事，都能深深感受到贝尔实验室发明天才们的有趣往事。每段故事都值得传播和认真学习。,-1,null
 9787115557179,写的很平淡，这也许就是现实吧。印象比较深的是部门编号很有电话号码的编码的感觉。,-1,fuzhli
 9787115546081,合格的入门书，话唠减一分,-1,望断缥缈
 9787115546081,炒鸡好,-1,lemuret
 9787115546081,Python入门的书，讲得特别清晰易懂，弱点在于没讲任何包，没用Jupyter notebook,-1,starrian
 9787115546081,新手学Python非常好的教材，搭配网上一些教学视频效果更佳。,-1,silly
 9787115546081,简洁 易懂 全面 适合新手入门,-1,RioLia
 9787111544937,如果厨二经常说什么神作的话，这本书就是当之无愧的神作,-1,[已注销]
 9787111544937,"这是一本多么神奇的书呢?
无论我怎么看都像是新的",-1,松枝雨果
 9787111544937,"看完会对计算机底层机制有一个overview式的理解,清楚地知道一个""hello world""程序从编写,编译,链接最后实际运行的全过程.作者在开篇提到,""如果你全心投身学习本书中的概念,完全理解底层计算机系统以及它对应用程序的理解,你会步上成为为数不多的大牛之路"".没错,是""步上"",""逐渐成为""大牛.CSAPP是一本很基础的书.糅合了计算机组成原理,操作系统,体系结构,网络编程,并行程序设计原理...",-1,eval
 9787111544937,挺难的。有些地方没有学习的必要，但还是硬着头皮都啃下来了。后期的温故复习的工作量怕是比读书本身的工作量还要大。,-1,苏小蛇
 9787111544937,完结撒花～因为疫情的原因，每天都有大把的时间看书。算了一下，从年后回到上海开始看，到现在已经三个月了。基本上做完了所以习题，看了视频公开课。完成了所有的lab，虽然部分lab完成的质量还可有待提高。合上整本书的时候，真有一种打通任督二脉的欣然自得。这本书无愧于它的名字，提供了一个程序员角度认识计算机的最基本的知识框架。通过这本书为接下来更深入的诸如操作系统、编译原理、计算机组成原理等主干课程的学习...,-1,阿列克斯
 9787115516824,*1 硅谷历史！,-1,hoverius
 9787115516824,太阳底下并无新事,-1,小丸子
 9787115516824,黑客群星闪耀之时,-1,更多的是吃
 9787115516824,这是👴🏻小时候看过的故事，👴🏻读完后励志成为硅谷纵火犯哦我的上帝说错了是硅谷消防员并下令删掉这本书保卫硅谷的安全现在重现人间👴🏻很生气👴🏻一边气一边读完了这本书其实可以和吴军老师的浪潮之巅对比着读浪潮之巅把所有和互联网有关的公司都简述了一遍而这本更偏重和计算机有关的公司主线是盖茨和乔布斯因此也有乔泪军默的传说（原文如此乔布斯说他读完潸然泪下雷军说读完就想试试创办一个类似苹果的公司这就是雷布斯）,-1,iSolomon
 9787115516824,细节相当丰富,-1,skywalker
